,hero_id,gold_per_min,xp_per_min,hero_damage,tower_damage,damage_taken_parsed,kills,deaths,assists,hero_healing,obs_sen_placed
0,1,618.3616071428571,812.1830357142857,16363.848214285714,4338.866071428572,22710.178571428572,7.370535714285714,4.669642857142857,6.611607142857143,26.379464285714285,0.48660714285714285
1,2,533.8843226788432,673.5890410958904,19641.593607305935,786.9162861491628,28767.2800608828,7.048706240487062,6.432267884322679,8.092846270928463,7.49923896499239,0.2648401826484018
2,3,304.5432692307692,458.3942307692308,11050.149038461539,442.96153846153845,21350.24519230769,2.9278846153846154,7.644230769230769,14.9375,96.46153846153847,21.254807692307693
3,4,641.3370786516854,814.7078651685393,27336.073033707864,4075.7977528089887,46674.93820224719,8.752808988764045,4.691011235955056,10.331460674157304,25.730337078651687,0.4606741573033708
4,5,302.3074712643678,445.88026819923374,9913.680076628352,277.0191570881226,15331.899425287356,2.4597701149425286,7.382183908045977,12.975095785440613,116.5536398467433,21.375478927203066
5,6,604.0392749244713,729.8972809667674,21789.57099697885,5430.876132930513,18825.175226586103,7.265861027190332,5.22356495468278,7.806646525679758,2.8519637462235647,0.2719033232628399
6,7,523.4199535962877,729.754060324826,21511.33758700696,1425.9199535962878,25480.976798143853,7.135730858468677,5.373549883990719,10.365429234338746,31.24245939675174,3.9327146171693736
7,8,618.6456456456457,763.4684684684685,19937.81081081081,4901.213213213213,25086.30930930931,6.717717717717718,4.897897897897898,6.7357357357357355,4334.1621621621625,0.18618618618618618
8,9,436.0925470925471,570.2694512694512,15955.387387387387,2081.766584766585,18831.8361998362,5.236691236691237,5.377559377559377,12.041769041769042,531.966420966421,9.107289107289107
9,10,643.566752799311,773.504737295435,21509.166236003446,7610.950904392765,28715.441860465115,7.304048234280793,3.888888888888889,6.48062015503876,671.0103359173127,0.5322997416020672
10,11,662.0731446876669,797.9332621462894,22434.497597437265,7683.30539241858,23790.242391884676,7.599038974906567,4.437266417512013,6.7415910304324616,21.925787506673785,1.000533902829685
11,12,577.7555555555556,726.2666666666667,18679.88888888889,3779.3555555555554,18929.866666666665,6.288888888888889,4.333333333333333,7.0,3.6222222222222222,0.24444444444444444
12,13,592.287962962963,762.0824074074075,26051.227777777778,2274.375925925926,20405.75462962963,7.44537037037037,3.7175925925925926,10.305555555555555,33.37685185185185,2.3740740740740742
13,14,379.5710560625815,513.6342894393741,13142.659713168188,418.4986962190352,29956.54628422425,4.951108213820079,7.835723598435463,11.670795306388527,524.3089960886571,9.466101694915254
14,15,589.1798165137615,727.8073394495412,25406.855045871558,3050.5834862385323,30101.201834862386,7.491743119266055,5.4036697247706424,10.28256880733945,180.19266055045873,0.6110091743119266
15,16,578.6485112563544,719.1111111111111,23412.27741466957,833.8489469862019,27949.892519970952,5.952069716775599,5.455337690631808,12.148148148148149,26.106027596223676,1.027596223674655
16,17,584.7111111111111,766.7466666666667,23641.23377777778,1874.24,23246.057777777776,8.833777777777778,4.358222222222222,9.750222222222222,25.212444444444444,2.1884444444444444
17,18,549.3035993740219,719.8841940532081,16116.998435054773,4191.226917057903,30198.946791862283,5.358372456964006,4.981220657276995,9.355242566510173,173.3317683881064,6.768388106416276
18,19,486.2125340599455,634.4441416893733,19761.28519527702,2147.1771117166213,27641.76021798365,6.01180744777475,5.138056312443234,11.253405994550409,64.1180744777475,5.869209809264305
19,20,362.1768149882904,518.1007025761124,12532.687353629977,1260.4391100702576,19435.984777517566,3.470725995316159,8.019906323185012,12.734192037470725,384.8372365339578,12.062060889929743
20,21,559.1586748038361,691.4010462074979,23102.80470793374,3460.9633827375765,22068.863121185703,7.2537053182214475,4.7698343504795115,10.244115082824761,123.07061900610287,2.3923278116826503
21,22,467.3909952606635,617.0189573459716,26543.479857819904,560.9052132701422,17556.722748815166,6.798578199052133,5.617298578199052,13.02962085308057,60.117298578199055,6.242890995260663
